sido,exclusion_score,age,female,media_contact,region_size,region_women,region_women_10k
충남,2.2,42,0,1,2,8534,0.8534
충남,2.6666666666666665,42,0,1,3,8534,0.8534
전북,2.6,42,0,0,2,5218,0.5218
경북,2.7333333333333334,42,0,1,2,7071,0.7071
경북,3.0,42,0,1,2,7071,0.7071
경북,2.8,42,0,1,3,7071,0.7071
경남,3.2,42,0,1,2,8711,0.8711
경남,2.8666666666666667,42,0,1,2,8711,0.8711
제주,3.933333333333333,42,0,1,2,2623,0.2623
제주,1.7333333333333334,42,0,1,2,2623,0.2623
부산,3.0,42,0,1,1,5998,0.5998
부산,3.1333333333333333,42,0,1,1,5998,0.5998
부산,3.2666666666666666,42,0,1,1,5998,0.5998
인천,1.8666666666666667,42,0,1,1,10645,1.0645
인천,3.066666666666667,42,0,1,1,10645,1.0645
인천,2.4,42,0,1,1,10645,1.0645
인천,3.533333333333333,42,0,1,1,10645,1.0645
인천,2.2,42,0,1,1,10645,1.0645
대전,3.3333333333333335,42,0,1,1,3012,0.3012
울산,4.4,42,0,1,1,2904,0.2904
세종,3.2666666666666666,42,0,1,2,754,0.0754
세종,1.8,42,0,1,3,754,0.0754
경기,3.0,42,0,1,2,46581,4.6581
경기,3.0,42,0,1,2,46581,4.6581
경기,3.0,42,0,1,2,46581,4.6581
경기,3.066666666666667,42,0,1,2,46581,4.6581
경기,3.466666666666667,42,0,1,2,46581,4.6581
경기,3.3333333333333335,42,0,1,2,46581,4.6581
경기,3.066666666666667,42,0,1,2,46581,4.6581
서울,3.3333333333333335,42,1,1,1,23251,2.3251
서울,2.933333333333333,42,1,1,1,23251,2.3251
서울,1.7333333333333334,42,1,1,1,23251,2.3251
서울,2.8,42,1,1,1,23251,2.3251
서울,2.2666666666666666,42,1,1,1,23251,2.3251
강원,3.7333333333333334,42,1,1,2,3611,0.3611
충북,3.933333333333333,42,1,1,2,5059,0.5059
충북,4.133333333333334,42,1,1,2,5059,0.5059
충북,3.6,42,1,1,3,5059,0.5059
충남,3.066666666666667,42,1,1,2,8534,0.8534
충남,2.3333333333333335,42,1,1,2,8534,0.8534
충남,3.3333333333333335,42,1,1,3,8534,0.8534
충남,3.3333333333333335,42,1,1,3,8534,0.8534
전북,2.8,42,1,1,2,5218,0.5218
전북,3.533333333333333,42,1,1,2,5218,0.5218
전북,2.8666666666666667,42,1,0,2,5218,0.5218
전남,3.8666666666666667,42,1,1,2,6055,0.6055
전남,3.2,42,1,1,2,6055,0.6055
전남,2.6666666666666665,42,1,1,2,6055,0.6055
전남,3.4,42,1,1,2,6055,0.6055
전남,2.8666666666666667,42,1,1,3,6055,0.6055
경북,2.6,42,1,1,2,7071,0.7071
경북,2.6666666666666665,42,1,1,2,7071,0.7071
경북,2.466666666666667,42,1,1,2,7071,0.7071
경북,2.6666666666666665,42,1,0,2,7071,0.7071
경북,3.8666666666666667,42,1,1,3,7071,0.7071
경북,2.533333333333333,42,1,1,3,7071,0.7071
경북,3.1333333333333333,42,1,0,3,7071,0.7071
경남,3.2,42,1,1,2,8711,0.8711
경남,3.3333333333333335,42,1,1,2,8711,0.8711
경남,4.2,42,1,1,2,8711,0.8711
경남,3.066666666666667,42,1,1,3,8711,0.8711
경남,3.1333333333333333,42,1,1,3,8711,0.8711
경남,3.2,42,1,1,3,8711,0.8711
제주,3.2,42,1,1,2,2623,0.2623
부산,3.933333333333333,42,1,1,1,5998,0.5998
부산,3.4,42,1,1,1,5998,0.5998
대구,3.6,42,1,1,1,4737,0.4737
대구,2.4,42,1,1,1,4737,0.4737
대구,3.2666666666666666,42,1,1,1,4737,0.4737
대구,3.533333333333333,42,1,1,1,4737,0.4737
대구,3.533333333333333,42,1,1,1,4737,0.4737
대구,3.8666666666666667,42,1,1,1,4737,0.4737
인천,3.6,42,1,1,1,10645,1.0645
인천,3.4,42,1,1,1,10645,1.0645
인천,1.0666666666666667,42,1,1,1,10645,1.0645
인천,1.2666666666666666,42,1,1,1,10645,1.0645
광주,3.3333333333333335,42,1,1,1,3081,0.3081
광주,3.2,42,1,1,1,3081,0.3081
광주,2.933333333333333,42,1,1,1,3081,0.3081
대전,2.7333333333333334,42,1,1,1,3012,0.3012
대전,3.533333333333333,42,1,1,1,3012,0.3012
울산,4.0,42,1,1,1,2904,0.2904
울산,3.2,42,1,1,1,2904,0.2904
울산,3.066666666666667,42,1,1,1,2904,0.2904
세종,3.533333333333333,42,1,1,2,754,0.0754
세종,2.8,42,1,1,2,754,0.0754
경기,3.3333333333333335,42,1,1,2,46581,4.6581
경기,3.8666666666666667,42,1,1,2,46581,4.6581
경기,4.066666666666666,42,1,1,2,46581,4.6581
경기,3.4,42,1,1,2,46581,4.6581
경기,3.1333333333333333,42,1,1,2,46581,4.6581
경기,3.8666666666666667,42,1,1,2,46581,4.6581
경기,3.1333333333333333,42,1,1,3,46581,4.6581
서울,2.6,43,0,1,1,23251,2.3251
서울,1.4666666666666666,43,0,1,1,23251,2.3251
서울,3.0,43,0,1,1,23251,2.3251
서울,2.3333333333333335,43,0,1,1,23251,2.3251
서울,3.066666666666667,43,0,1,1,23251,2.3251
서울,2.1333333333333333,43,0,1,1,23251,2.3251
강원,2.933333333333333,43,0,1,3,3611,0.3611
충북,3.533333333333333,43,0,1,3,5059,0.5059
충북,3.4,43,0,1,3,5059,0.5059
충남,3.8,43,0,1,2,8534,0.8534
충남,3.0,43,0,1,3,8534,0.8534
전남,2.2666666666666666,43,0,1,2,6055,0.6055
전남,3.533333333333333,43,0,0,3,6055,0.6055
경북,3.2666666666666666,43,0,1,2,7071,0.7071
경남,3.4,43,0,1,2,8711,0.8711
경남,3.466666666666667,43,0,1,2,8711,0.8711
제주,2.2666666666666666,43,0,1,2,2623,0.2623
제주,2.8,43,0,0,2,2623,0.2623
부산,3.3333333333333335,43,0,1,1,5998,0.5998
대구,2.8666666666666667,43,0,1,1,4737,0.4737
대구,3.0,43,0,1,1,4737,0.4737
대구,3.066666666666667,43,0,1,1,4737,0.4737
인천,2.466666666666667,43,0,0,1,10645,1.0645
광주,2.2666666666666666,43,0,1,1,3081,0.3081
대전,3.6,43,0,1,1,3012,0.3012
대전,3.466666666666667,43,0,1,1,3012,0.3012
대전,4.266666666666667,43,0,0,1,3012,0.3012
세종,3.7333333333333334,43,0,1,2,754,0.0754
세종,3.6666666666666665,43,0,1,2,754,0.0754
경기,3.2,43,0,1,2,46581,4.6581
경기,3.533333333333333,43,0,1,2,46581,4.6581
경기,3.2,43,0,1,2,46581,4.6581
경기,2.7333333333333334,43,0,1,2,46581,4.6581
경기,2.933333333333333,43,0,1,2,46581,4.6581
서울,3.533333333333333,43,1,1,1,23251,2.3251
서울,3.3333333333333335,43,1,1,1,23251,2.3251
서울,3.1333333333333333,43,1,1,1,23251,2.3251
충북,1.9333333333333333,43,1,1,2,5059,0.5059
충북,2.2666666666666666,43,1,1,2,5059,0.5059
전북,3.8,43,1,1,2,5218,0.5218
전남,3.8666666666666667,43,1,0,2,6055,0.6055
경북,2.2666666666666666,43,1,1,2,7071,0.7071
경북,3.466666666666667,43,1,1,2,7071,0.7071
경북,2.8666666666666667,43,1,1,2,7071,0.7071
경북,2.6,43,1,1,3,7071,0.7071
경남,3.4,43,1,1,2,8711,0.8711
경남,3.6,43,1,1,2,8711,0.8711
경남,4.533333333333333,43,1,1,2,8711,0.8711
경남,3.7333333333333334,43,1,1,3,8711,0.8711
경남,3.2,43,1,1,3,8711,0.8711
제주,2.8666666666666667,43,1,1,2,2623,0.2623
제주,1.2666666666666666,43,1,1,2,2623,0.2623
제주,1.8,43,1,1,3,2623,0.2623
제주,2.466666666666667,43,1,1,3,2623,0.2623
제주,5.0,43,1,1,3,2623,0.2623
제주,2.1333333333333333,43,1,0,3,2623,0.2623
부산,2.1333333333333333,43,1,1,1,5998,0.5998
부산,3.4,43,1,1,1,5998,0.5998
대구,3.7333333333333334,43,1,1,1,4737,0.4737
인천,1.5333333333333334,43,1,0,1,10645,1.0645
인천,1.4666666666666666,43,1,0,1,10645,1.0645
광주,3.1333333333333333,43,1,1,1,3081,0.3081
대전,2.1333333333333333,43,1,1,1,3012,0.3012
대전,2.466666666666667,43,1,1,1,3012,0.3012
울산,3.2666666666666666,43,1,1,1,2904,0.2904
울산,2.7333333333333334,43,1,1,1,2904,0.2904
세종,2.6,43,1,1,2,754,0.0754
세종,3.8,43,1,1,2,754,0.0754
세종,3.2666666666666666,43,1,1,2,754,0.0754
세종,3.6,43,1,1,2,754,0.0754
세종,2.466666666666667,43,1,1,3,754,0.0754
세종,3.1333333333333333,43,1,1,3,754,0.0754
경기,3.3333333333333335,43,1,1,2,46581,4.6581
경기,3.2666666666666666,43,1,1,2,46581,4.6581
서울,3.3333333333333335,44,0,1,1,23251,2.3251
서울,3.6666666666666665,44,0,1,1,23251,2.3251
서울,3.2666666666666666,44,0,1,1,23251,2.3251
서울,3.0,44,0,1,1,23251,2.3251
서울,3.2,44,0,1,1,23251,2.3251
서울,2.8,44,0,1,1,23251,2.3251
강원,2.933333333333333,44,0,0,2,3611,0.3611
충북,3.7333333333333334,44,0,1,2,5059,0.5059
충북,2.6,44,0,1,2,5059,0.5059
충북,1.8666666666666667,44,0,1,2,5059,0.5059
충남,2.2666666666666666,44,0,1,2,8534,0.8534
충남,2.2,44,0,1,3,8534,0.8534
전북,3.066666666666667,44,0,1,3,5218,0.5218
전남,4.4,44,0,1,3,6055,0.6055
경남,3.2,44,0,1,2,8711,0.8711
경남,3.6,44,0,0,2,8711,0.8711
경남,3.2666666666666666,44,0,1,3,8711,0.8711
제주,4.133333333333334,44,0,1,2,2623,0.2623
제주,4.133333333333334,44,0,1,3,2623,0.2623
부산,3.1333333333333333,44,0,1,1,5998,0.5998
부산,2.8666666666666667,44,0,1,1,5998,0.5998
대구,3.3333333333333335,44,0,1,1,4737,0.4737
대구,3.933333333333333,44,0,0,1,4737,0.4737
인천,1.4666666666666666,44,0,0,1,10645,1.0645
인천,2.0,44,0,0,1,10645,1.0645
광주,3.7333333333333334,44,0,1,1,3081,0.3081
광주,2.8,44,0,1,1,3081,0.3081
대전,3.533333333333333,44,0,1,1,3012,0.3012
경기,2.3333333333333335,44,0,1,2,46581,4.6581
경기,3.3333333333333335,44,0,1,2,46581,4.6581
경기,3.466666666666667,44,0,1,3,46581,4.6581
경기,3.1333333333333333,44,0,1,3,46581,4.6581
경기,3.933333333333333,44,0,1,3,46581,4.6581
서울,3.0,44,1,1,1,23251,2.3251
서울,2.8666666666666667,44,1,1,1,23251,2.3251
서울,2.7333333333333334,44,1,1,1,23251,2.3251
서울,3.2666666666666666,44,1,1,1,23251,2.3251
서울,3.4,44,1,1,1,23251,2.3251
서울,2.7333333333333334,44,1,1,1,23251,2.3251
서울,3.1333333333333333,44,1,1,1,23251,2.3251
강원,2.066666666666667,44,1,1,2,3611,0.3611
충북,3.2666666666666666,44,1,1,2,5059,0.5059
충북,2.533333333333333,44,1,1,3,5059,0.5059
충북,1.9333333333333333,44,1,1,3,5059,0.5059
충남,2.933333333333333,44,1,0,3,8534,0.8534
전북,2.8666666666666667,44,1,1,2,5218,0.5218
전남,2.8,44,1,1,2,6055,0.6055
전남,2.8,44,1,1,3,6055,0.6055
경북,3.4,44,1,1,2,7071,0.7071
경북,4.066666666666666,44,1,1,3,7071,0.7071
경북,3.6,44,1,1,3,7071,0.7071
경북,3.2666666666666666,44,1,1,3,7071,0.7071
경북,3.066666666666667,44,1,1,3,7071,0.7071
경남,2.466666666666667,44,1,1,2,8711,0.8711
경남,3.1333333333333333,44,1,1,2,8711,0.8711
제주,4.0,44,1,0,2,2623,0.2623
부산,3.4,44,1,1,1,5998,0.5998
대구,3.0,44,1,1,1,4737,0.4737
대구,4.0,44,1,1,1,4737,0.4737
대구,3.2,44,1,1,1,4737,0.4737
인천,2.2,44,1,1,1,10645,1.0645
인천,2.1333333333333333,44,1,1,1,10645,1.0645
인천,3.4,44,1,1,1,10645,1.0645
광주,2.7333333333333334,44,1,1,1,3081,0.3081
대전,2.066666666666667,44,1,1,1,3012,0.3012
대전,3.4,44,1,1,1,3012,0.3012
대전,3.6,44,1,0,1,3012,0.3012
울산,2.7333333333333334,44,1,1,1,2904,0.2904
울산,4.133333333333334,44,1,1,1,2904,0.2904
울산,2.466666666666667,44,1,1,1,2904,0.2904
세종,3.7333333333333334,44,1,1,2,754,0.0754
세종,3.2666666666666666,44,1,0,2,754,0.0754
경기,3.533333333333333,44,1,1,2,46581,4.6581
경기,3.1333333333333333,44,1,1,2,46581,4.6581
경기,3.0,44,1,1,2,46581,4.6581
경기,2.8,44,1,1,2,46581,4.6581
경기,3.6666666666666665,44,1,1,3,46581,4.6581
경기,2.933333333333333,44,1,1,3,46581,4.6581
경기,3.3333333333333335,44,1,1,3,46581,4.6581
경기,4.0,44,1,1,3,46581,4.6581
서울,3.0,45,0,1,1,23251,2.3251
서울,3.933333333333333,45,0,1,1,23251,2.3251
서울,2.8,45,0,1,1,23251,2.3251
서울,3.3333333333333335,45,0,1,1,23251,2.3251
서울,1.6666666666666667,45,0,1,1,23251,2.3251
충북,2.7333333333333334,45,0,1,3,5059,0.5059
충북,2.0,45,0,1,3,5059,0.5059
충북,3.2666666666666666,45,0,1,3,5059,0.5059
충남,1.9333333333333333,45,0,1,2,8534,0.8534
충남,3.933333333333333,45,0,1,2,8534,0.8534
충남,3.466666666666667,45,0,1,3,8534,0.8534
충남,3.6666666666666665,45,0,1,3,8534,0.8534
충남,3.6,45,0,0,3,8534,0.8534
전남,3.4,45,0,1,2,6055,0.6055
전남,3.2666666666666666,45,0,1,2,6055,0.6055
전남,3.066666666666667,45,0,1,3,6055,0.6055
전남,3.066666666666667,45,0,1,3,6055,0.6055
전남,2.7333333333333334,45,0,1,3,6055,0.6055
전남,2.6,45,0,1,3,6055,0.6055
경북,2.7333333333333334,45,0,1,2,7071,0.7071
경북,3.3333333333333335,45,0,1,2,7071,0.7071
경남,3.7333333333333334,45,0,1,2,8711,0.8711
경남,3.7333333333333334,45,0,1,2,8711,0.8711
경남,3.1333333333333333,45,0,1,2,8711,0.8711
제주,2.933333333333333,45,0,1,2,2623,0.2623
제주,5.066666666666666,45,0,0,3,2623,0.2623
인천,1.7333333333333334,45,0,1,1,10645,1.0645
광주,3.0,45,0,1,1,3081,0.3081
광주,1.6,45,0,1,1,3081,0.3081
광주,2.2,45,0,1,1,3081,0.3081
광주,3.2,45,0,1,1,3081,0.3081
광주,4.133333333333334,45,0,1,1,3081,0.3081
광주,3.2666666666666666,45,0,1,1,3081,0.3081
대전,3.466666666666667,45,0,1,1,3012,0.3012
대전,3.066666666666667,45,0,0,1,3012,0.3012
울산,3.466666666666667,45,0,1,1,2904,0.2904
울산,3.2,45,0,1,1,2904,0.2904
울산,2.6666666666666665,45,0,1,1,2904,0.2904
울산,3.6,45,0,1,1,2904,0.2904
경기,3.0,45,0,1,2,46581,4.6581
경기,3.2666666666666666,45,0,1,2,46581,4.6581
경기,2.8,45,0,1,2,46581,4.6581
경기,2.8,45,0,1,2,46581,4.6581
경기,3.1333333333333333,45,0,1,2,46581,4.6581
경기,3.1333333333333333,45,0,1,2,46581,4.6581
경기,3.466666666666667,45,0,1,2,46581,4.6581
경기,2.6,45,0,1,2,46581,4.6581
경기,3.466666666666667,45,0,1,2,46581,4.6581
경기,3.1333333333333333,45,0,0,2,46581,4.6581
서울,3.3333333333333335,45,1,1,1,23251,2.3251
서울,3.533333333333333,45,1,1,1,23251,2.3251
서울,4.266666666666667,45,1,1,1,23251,2.3251
서울,3.933333333333333,45,1,1,1,23251,2.3251
서울,3.466666666666667,45,1,1,1,23251,2.3251
서울,2.1333333333333333,45,1,1,1,23251,2.3251
강원,3.8,45,1,1,2,3611,0.3611
강원,2.6666666666666665,45,1,1,2,3611,0.3611
충북,3.8666666666666667,45,1,1,2,5059,0.5059
충북,2.7333333333333334,45,1,1,2,5059,0.5059
충남,2.066666666666667,45,1,1,3,8534,0.8534
전북,2.6666666666666665,45,1,1,2,5218,0.5218
전북,3.1333333333333333,45,1,1,2,5218,0.5218
전북,3.0,45,1,0,2,5218,0.5218
전북,3.6,45,1,1,3,5218,0.5218
전북,2.2666666666666666,45,1,1,3,5218,0.5218
경북,2.6666666666666665,45,1,1,2,7071,0.7071
경북,2.8,45,1,1,2,7071,0.7071
경북,3.7333333333333334,45,1,1,2,7071,0.7071
경북,3.466666666666667,45,1,1,3,7071,0.7071
경남,3.8666666666666667,45,1,1,2,8711,0.8711
부산,2.6,45,1,1,1,5998,0.5998
부산,3.066666666666667,45,1,1,1,5998,0.5998
부산,3.2666666666666666,45,1,1,1,5998,0.5998
대구,4.266666666666667,45,1,1,1,4737,0.4737
대구,3.2666666666666666,45,1,1,1,4737,0.4737
인천,4.6,45,1,1,1,10645,1.0645
인천,3.066666666666667,45,1,1,1,10645,1.0645
인천,2.8666666666666667,45,1,1,1,10645,1.0645
인천,3.533333333333333,45,1,1,1,10645,1.0645
인천,3.2666666666666666,45,1,1,1,10645,1.0645
인천,1.7333333333333334,45,1,1,1,10645,1.0645
인천,2.8666666666666667,45,1,1,1,10645,1.0645
인천,1.7333333333333334,45,1,0,1,10645,1.0645
광주,3.533333333333333,45,1,1,1,3081,0.3081
광주,1.7333333333333334,45,1,1,1,3081,0.3081
광주,3.533333333333333,45,1,1,1,3081,0.3081
광주,3.0,45,1,1,1,3081,0.3081
대전,3.3333333333333335,45,1,1,1,3012,0.3012
대전,3.2666666666666666,45,1,0,1,3012,0.3012
대전,3.6666666666666665,45,1,0,1,3012,0.3012
울산,3.8,45,1,1,1,2904,0.2904
울산,3.0,45,1,1,1,2904,0.2904
울산,3.466666666666667,45,1,1,1,2904,0.2904
울산,2.933333333333333,45,1,1,1,2904,0.2904
울산,3.1333333333333333,45,1,1,1,2904,0.2904
울산,3.0,45,1,0,1,2904,0.2904
세종,3.6666666666666665,45,1,1,2,754,0.0754
세종,3.8666666666666667,45,1,0,2,754,0.0754
세종,3.066666666666667,45,1,1,3,754,0.0754
경기,3.0,45,1,1,2,46581,4.6581
경기,3.3333333333333335,45,1,1,2,46581,4.6581
경기,4.2,45,1,1,2,46581,4.6581
경기,3.6666666666666665,45,1,1,2,46581,4.6581
경기,3.533333333333333,45,1,1,2,46581,4.6581
경기,4.666666666666667,45,1,1,3,46581,4.6581
경기,2.8,45,1,0,3,46581,4.6581
서울,2.7333333333333334,46,0,1,1,23251,2.3251
서울,2.1333333333333333,46,0,1,1,23251,2.3251
서울,3.1333333333333333,46,0,1,1,23251,2.3251
서울,1.9333333333333333,46,0,0,1,23251,2.3251
충남,2.6666666666666665,46,0,1,2,8534,0.8534
충남,4.066666666666666,46,0,1,3,8534,0.8534
전북,1.8,46,0,1,2,5218,0.5218
전북,2.7333333333333334,46,0,0,2,5218,0.5218
전남,3.466666666666667,46,0,1,2,6055,0.6055
전남,3.2,46,0,1,2,6055,0.6055
전남,4.0,46,0,0,2,6055,0.6055
전남,3.0,46,0,1,3,6055,0.6055
전남,3.6,46,0,0,3,6055,0.6055
경북,1.7333333333333334,46,0,1,2,7071,0.7071
경북,3.7333333333333334,46,0,1,2,7071,0.7071
경북,2.6666666666666665,46,0,0,2,7071,0.7071
경남,3.2,46,0,1,2,8711,0.8711
경남,3.1333333333333333,46,0,1,2,8711,0.8711
경남,2.8,46,0,1,2,8711,0.8711
경남,3.533333333333333,46,0,1,2,8711,0.8711
경남,3.3333333333333335,46,0,1,3,8711,0.8711
제주,2.2666666666666666,46,0,1,2,2623,0.2623
제주,3.066666666666667,46,0,1,3,2623,0.2623
제주,5.466666666666667,46,0,0,3,2623,0.2623
부산,3.0,46,0,1,1,5998,0.5998
부산,3.6666666666666665,46,0,1,1,5998,0.5998
부산,2.6666666666666665,46,0,1,1,5998,0.5998
부산,3.4,46,0,1,1,5998,0.5998
대구,3.4,46,0,1,1,4737,0.4737
대구,3.066666666666667,46,0,1,1,4737,0.4737
대구,4.0,46,0,1,1,4737,0.4737
대구,3.533333333333333,46,0,1,1,4737,0.4737
인천,4.0,46,0,1,1,10645,1.0645
인천,3.6666666666666665,46,0,1,1,10645,1.0645
인천,3.8,46,0,1,1,10645,1.0645
인천,2.7333333333333334,46,0,1,1,10645,1.0645
인천,3.0,46,0,1,1,10645,1.0645
광주,3.6,46,0,1,1,3081,0.3081
광주,3.2,46,0,1,1,3081,0.3081
광주,1.9333333333333333,46,0,1,1,3081,0.3081
광주,2.8666666666666667,46,0,1,1,3081,0.3081
대전,2.0,46,0,1,1,3012,0.3012
대전,3.0,46,0,0,1,3012,0.3012
울산,2.8666666666666667,46,0,1,1,2904,0.2904
울산,4.2,46,0,1,1,2904,0.2904
세종,3.2666666666666666,46,0,1,2,754,0.0754
경기,2.7333333333333334,46,0,1,2,46581,4.6581
경기,3.1333333333333333,46,0,1,3,46581,4.6581
경기,3.1333333333333333,46,0,1,3,46581,4.6581
경기,4.333333333333333,46,0,1,3,46581,4.6581
경기,3.1333333333333333,46,0,1,3,46581,4.6581
서울,2.6666666666666665,46,1,1,1,23251,2.3251
서울,3.0,46,1,1,1,23251,2.3251
서울,3.466666666666667,46,1,1,1,23251,2.3251
서울,4.6,46,1,1,1,23251,2.3251
서울,3.8666666666666667,46,1,1,1,23251,2.3251
강원,2.533333333333333,46,1,1,2,3611,0.3611
강원,2.8,46,1,1,2,3611,0.3611
충북,2.8,46,1,1,2,5059,0.5059
충북,3.3333333333333335,46,1,1,2,5059,0.5059
충북,4.6,46,1,1,2,5059,0.5059
충남,3.6666666666666665,46,1,1,2,8534,0.8534
충남,1.8,46,1,1,2,8534,0.8534
충남,2.066666666666667,46,1,1,3,8534,0.8534
전북,2.933333333333333,46,1,1,2,5218,0.5218
전북,3.2666666666666666,46,1,1,2,5218,0.5218
전남,3.1333333333333333,46,1,1,2,6055,0.6055
전남,3.4,46,1,1,2,6055,0.6055
전남,3.1333333333333333,46,1,1,3,6055,0.6055
전남,2.533333333333333,46,1,1,3,6055,0.6055
전남,2.2,46,1,1,3,6055,0.6055
전남,3.0,46,1,1,3,6055,0.6055
경남,3.4,46,1,1,2,8711,0.8711
경남,4.4,46,1,1,2,8711,0.8711
경남,3.6666666666666665,46,1,1,3,8711,0.8711
경남,4.2,46,1,1,3,8711,0.8711
제주,3.1333333333333333,46,1,1,2,2623,0.2623
부산,3.533333333333333,46,1,1,1,5998,0.5998
부산,3.6,46,1,1,1,5998,0.5998
부산,2.8,46,1,1,1,5998,0.5998
부산,3.533333333333333,46,1,1,1,5998,0.5998
부산,3.2666666666666666,46,1,1,1,5998,0.5998
대구,4.2,46,1,1,1,4737,0.4737
대구,4.133333333333334,46,1,1,1,4737,0.4737
대구,3.8,46,1,1,1,4737,0.4737
인천,2.1333333333333333,46,1,1,1,10645,1.0645
인천,2.8,46,1,1,1,10645,1.0645
광주,2.533333333333333,46,1,1,1,3081,0.3081
광주,4.066666666666666,46,1,1,1,3081,0.3081
대전,3.6,46,1,1,1,3012,0.3012
대전,3.4,46,1,1,1,3012,0.3012
대전,3.0,46,1,1,1,3012,0.3012
대전,3.3333333333333335,46,1,1,1,3012,0.3012
대전,3.4,46,1,1,1,3012,0.3012
세종,3.2666666666666666,46,1,1,2,754,0.0754
세종,3.466666666666667,46,1,0,2,754,0.0754
세종,3.066666666666667,46,1,0,2,754,0.0754
경기,5.266666666666667,46,1,1,2,46581,4.6581
경기,3.1333333333333333,46,1,1,2,46581,4.6581
경기,1.9333333333333333,46,1,1,2,46581,4.6581
경기,2.533333333333333,46,1,1,2,46581,4.6581
경기,2.6666666666666665,46,1,1,2,46581,4.6581
경기,3.3333333333333335,46,1,1,2,46581,4.6581
경기,3.2666666666666666,46,1,1,3,46581,4.6581
경기,3.4,46,1,1,3,46581,4.6581
서울,3.0,47,0,1,1,23251,2.3251
서울,3.6,47,0,1,1,23251,2.3251
강원,1.2666666666666666,47,0,1,2,3611,0.3611
강원,4.066666666666666,47,0,1,3,3611,0.3611
충북,2.3333333333333335,47,0,1,2,5059,0.5059
충북,2.4,47,0,1,2,5059,0.5059
충북,2.533333333333333,47,0,1,2,5059,0.5059
충북,2.1333333333333333,47,0,1,2,5059,0.5059
충북,3.1333333333333333,47,0,1,3,5059,0.5059
충북,2.8666666666666667,47,0,1,3,5059,0.5059
충남,2.3333333333333335,47,0,1,3,8534,0.8534
전북,3.2,47,0,1,2,5218,0.5218
전남,3.466666666666667,47,0,1,2,6055,0.6055
전남,3.6,47,0,1,3,6055,0.6055
전남,3.066666666666667,47,0,1,3,6055,0.6055
경북,3.8,47,0,1,2,7071,0.7071
경남,3.2,47,0,1,3,8711,0.8711
제주,2.6666666666666665,47,0,1,3,2623,0.2623
부산,3.6,47,0,1,1,5998,0.5998
대구,3.6,47,0,1,1,4737,0.4737
인천,2.8666666666666667,47,0,1,1,10645,1.0645
인천,3.466666666666667,47,0,1,1,10645,1.0645
인천,2.7333333333333334,47,0,1,1,10645,1.0645
인천,1.4,47,0,0,1,10645,1.0645
광주,2.7333333333333334,47,0,1,1,3081,0.3081
광주,3.1333333333333333,47,0,1,1,3081,0.3081
대전,2.8,47,0,1,1,3012,0.3012
대전,3.466666666666667,47,0,1,1,3012,0.3012
대전,3.2666666666666666,47,0,1,1,3012,0.3012
대전,3.066666666666667,47,0,0,1,3012,0.3012
울산,3.466666666666667,47,0,1,1,2904,0.2904
울산,2.933333333333333,47,0,1,1,2904,0.2904
울산,3.0,47,0,1,1,2904,0.2904
세종,3.1333333333333333,47,0,1,2,754,0.0754
경기,2.933333333333333,47,0,1,2,46581,4.6581
경기,3.4,47,0,1,2,46581,4.6581
경기,3.1333333333333333,47,0,1,2,46581,4.6581
경기,4.066666666666666,47,0,1,2,46581,4.6581
경기,3.0,47,0,1,2,46581,4.6581
경기,3.466666666666667,47,0,1,2,46581,4.6581
경기,3.2666666666666666,47,0,1,2,46581,4.6581
경기,2.7333333333333334,47,0,1,2,46581,4.6581
경기,3.6666666666666665,47,0,1,2,46581,4.6581
경기,3.8,47,0,1,3,46581,4.6581
경기,3.1333333333333333,47,0,1,3,46581,4.6581
경기,4.2,47,0,1,3,46581,4.6581
경기,3.533333333333333,47,0,1,3,46581,4.6581
서울,2.6,47,1,1,1,23251,2.3251
서울,3.6666666666666665,47,1,1,1,23251,2.3251
서울,3.0,47,1,1,1,23251,2.3251
서울,2.3333333333333335,47,1,1,1,23251,2.3251
강원,2.0,47,1,1,2,3611,0.3611
강원,2.0,47,1,1,2,3611,0.3611
충북,2.533333333333333,47,1,1,2,5059,0.5059
충북,3.6,47,1,1,2,5059,0.5059
충북,2.066666666666667,47,1,1,3,5059,0.5059
충남,2.2,47,1,0,2,8534,0.8534
충남,2.1333333333333333,47,1,1,3,8534,0.8534
충남,2.6,47,1,1,3,8534,0.8534
충남,2.6666666666666665,47,1,1,3,8534,0.8534
충남,2.4,47,1,1,3,8534,0.8534
충남,2.2666666666666666,47,1,1,3,8534,0.8534
전북,3.2,47,1,1,2,5218,0.5218
전북,2.6666666666666665,47,1,1,2,5218,0.5218
전북,3.0,47,1,1,2,5218,0.5218
전북,3.8,47,1,1,2,5218,0.5218
전북,3.2,47,1,1,2,5218,0.5218
전북,2.6,47,1,1,2,5218,0.5218
전남,3.2,47,1,1,2,6055,0.6055
전남,2.8666666666666667,47,1,1,2,6055,0.6055
경북,2.6666666666666665,47,1,1,2,7071,0.7071
경북,3.4,47,1,1,2,7071,0.7071
경북,2.933333333333333,47,1,1,2,7071,0.7071
경북,3.066666666666667,47,1,0,3,7071,0.7071
경남,3.6,47,1,1,2,8711,0.8711
경남,4.2,47,1,1,2,8711,0.8711
경남,4.2,47,1,1,2,8711,0.8711
경남,4.266666666666667,47,1,1,2,8711,0.8711
경남,2.8666666666666667,47,1,1,3,8711,0.8711
